法人代码,法人单位,法人,职务,乡（镇）,村（街）,街道办事处,居委会,地名代码,省地县码,乡村码,区号,电话,电话分机,传真,传真分机,邮政编码,主要产品1,主要产品2,主要产品3,行业类别,会计制度类,注册类型,控股情况,隶属关系,开业时间年,开业时间月,营业状态,建房资级,产活单位数,农林牧渔业,工业,建筑业,交通运输业,批发零售贸,餐饮业,其它,企业规模,轻重工业,从业人数,工业产值固,工业产值现,新产品产值,工业销售现,出口交货值,全部职工,工业增加值,流动资产计,应收帐净额,存货,产成品,流动均余额,长期投资,固定资产合,固资原价合,生产经营用,累计折旧,本年折旧,固资净年余,无形递延合,无形资产,资产总计,流动资产负,长期负债合,负债合计,所有者权益,实收资本,国家资本金,集体资本金,法人资本金,个人资本金,港澳台资本,外商资本金,销售收入,销售成本,销售费用,销售税附加,销售利润,其它业务利,管理费用,税金,财产保险费,劳待保险费,财务费用,利息支出,营业利润,补贴收入,利润总额,亏损总额加,利税总额加,就交所得税,应付利润,年应付工资,主营业务应,年应付福利,主营业务福,应交增值税,本年进项税,本年销项税,中间投入合,税金（加）,YEAR
101121880 ,北京市北郊农场群英服装厂,杨忠义,总经理,燕丹,海青落,燕丹乡,海青落村,221,110706,5,10,61758407,,,,102209,服装制造,,,1810,1,110,1,20,1979,12,1,,1,0,1,0,0,0,0,0,30,11,230,1167,1167,0,1167,0,216,967,540,-453,151,0,540,0,3591,4486,4486,901,0,3591,210,0,4341,130,845,975,3366,748,748,0,0,0,0,0,1167,942,0,3,222,0,150,23,5,107,-131,0,203,0,201,0,262,66,135,1181,1181,85,85,58,140,198,258,61,2000
101122066 ,北京摩擦材料厂,庞世倜,厂长,,德外黄寺大街12号,德外,,102,111001,2,10,62024359,,62010146,,100011,摩擦片,,,3564,1,120,9,50,1961,2,1,,1,0,1,0,0,0,0,0,22,23,328,15897,17489,64,15320,2460,251,8692,20163,4459,14984,11163,18217,325,12842,25382,0,12746,711,12842,0,0,33330,15233,0,15233,18097,11385,0,11385,0,0,0,0,13865,10686,504,38,2637,50,2495,78,14,876,257,257,-65,0,53,0,1258,14,0,4007,4007,473,473,1167,102,137,9964,1205,2000
101122226 ,北京市广起机械修理公司,曾志荣,厂长,,广渠门外大街31号,双井,起重,105,111628,2,10,67722277,5,67791954,,100022,设备修理,设备安装,,3689,1,110,1,20,1993,4,1,,1,0,1,0,0,0,0,0,30,23,21,0,0,0,0,0,40,117,942,625,40,0,78,5,0,0,0,0,0,0,0,0,947,914,0,914,33,0,0,0,0,0,0,0,1479,1337,0,13,129,0,97,0,20,9,-1,-1,33,0,33,0,163,13,20,439,439,21,21,117,127,244,0,130,2000
101122250 ,北京京起起重机配件厂,段丽娟,厂长,,广渠门外大街31号,双井,起重,105,111628,2,10,67722277,3,,,100022,修理制造,起重机零配件加工,机械修理,3580,1,110,1,20,1991,11,1,,2,0,1,0,0,1,0,0,30,23,11,125,125,0,125,0,5,133,73,0,0,0,72,0,179,190,190,11,4,180,0,0,252,42,0,42,210,200,200,0,0,0,0,0,130,85,0,1,44,0,56,0,0,0,-1,-1,-11,0,2,0,11,0,2,24,24,5,5,8,0,8,0,9,2000
101122752 ,北京市北郊华昌印刷厂,高坡,厂长,史各庄,定福皇庄,史各庄乡,定福皇庄村,221,110505,5,10,69737099,,,,102206,书报刊印刷业,,,2311,1,110,1,20,1984,7,1,,1,0,1,0,0,0,0,0,30,11,30,337,572,0,559,0,32,400,1276,149,883,396,1288,0,1408,1303,1303,577,53,753,0,0,2684,2039,0,2039,645,648,648,0,0,0,0,0,488,319,48,0,121,1,114,0,0,79,0,0,8,0,0,0,4,0,0,205,205,29,29,4,9,13,176,4,2000
101122779 ,北京市北郊冷饮食品厂,茹盈,经理,霍营,霍营,霍营乡,霍营村,221,110601,5,10,69792517,,,,102209,冷冻饮品,软饮料,,1498,1,110,1,20,1983,5,2,,1,0,1,0,0,0,0,0,30,11,135,128,171,0,171,0,134,159,15660,2786,9022,1615,15660,0,10173,11601,9712,3957,200,7644,0,0,25833,26207,0,26207,-374,1998,1998,0,0,0,0,0,171,75,70,0,26,0,16,0,0,13,10,10,0,0,0,0,0,0,0,748,748,105,105,-33,62,29,12,0,2000
101122859 ,北京长城风雨衣公司,王木恩,总经理,,宣外大街92号,椿树,,104,110301,1,10,63017766,,63017766,,100052,风雨衣防寒服,夹克衫,,1810,1,110,1,20,1952,1,1,,1,0,1,0,0,0,0,0,22,11,573,10232,10507,0,10563,0,498,-2798,26050,6130,15391,8956,26119,1341,20808,17365,7679,9965,427,7414,0,0,48199,33789,2395,36184,12015,9550,0,0,9550,0,0,0,10563,10488,8,0,67,4682,3480,80,75,1062,1357,1357,-88,0,0,0,1,0,0,3700,3700,518,518,1,1703,1801,13306,1,2000
101122998 ,北京市木工机械厂,戈祥森,厂长,铁匠营,顺3条18号,东铁匠营,木厂北一,106,110755,3,10,67623805,,67614895,,100078,木工机床,,,3590,1,110,1,20,1973,4,1,,1,0,1,0,0,0,0,0,30,23,102,4203,3053,0,2817,0,103,594,4869,379,1804,825,5183,209,2409,6825,6338,4416,218,2418,0,0,7487,1665,3568,5233,2254,1659,0,0,1659,0,0,0,3516,3289,108,10,109,1092,1363,30,21,397,0,0,-162,0,3,0,144,2,0,1076,1076,151,151,131,530,647,2590,141,2000
101123181 ,北京市龙顺成中式家具厂,王东,厂长,,永定门外大街64号,永定门外,民主北街,103,110735,2,10,67223344,,67211485,,100075,木制家具制造,,,2110,1,110,1,20,1956,1,1,,3,0,1,0,0,1,0,1,30,11,117,3341,2857,0,3584,0,168,-184,10166,479,5667,2996,8986,103,10887,17121,1810,6665,427,9638,0,0,21156,11046,242,11288,9868,2687,0,0,2687,0,0,0,3585,3244,790,13,-462,1599,2613,150,8,816,258,258,-1734,840,155,0,335,56,0,2176,2176,302,302,167,494,659,3208,180,2000
101123624 ,北京天纬油泵油嘴股份有限公司,马克,总经理,,程庄路3号院,卢沟桥,油泵厂,106,110843,5,10,63811155,22,63841470,,100071,喷油泵,喷油器,三对偶件,3515,1,340,2,20,1994,12,1,,1,0,1,0,0,0,0,0,13,23,2536,290827,268069,141869,246109,15609,2248,80949,237213,127092,83224,35306,250030,6900,451551,442604,442604,104352,23702,387930,81871,0,793160,365253,5300,370553,422607,381180,0,0,163500,410,0,217270,235563,193138,11794,0,30631,4007,27021,1281,345,2602,17180,17090,-9563,0,5248,0,20941,0,0,25193,25193,1943,1943,15693,30197,45137,202813,15693,2000
101124053 ,北京星牌建材有限责任公司,于镇基,董事长,,高井2号,高碑店,高井,105,112206,5,10,85765544,31,85765027,,100025,矿棉吸声板,彩色钢板,岩棉,3134,1,151,1,20,1985,1,1,,3,0,3,0,0,0,0,0,13,23,1108,286287,234306,0,232843,0,1177,41523,101170,2950,66711,39546,106324,11851,358500,466430,387457,113157,31649,375773,145698,145698,617219,119191,74944,194135,423084,421523,0,0,421523,0,0,0,227209,198099,7424,738,20948,-32,11783,1000,30,5903,7576,7576,1557,960,2418,0,11697,857,0,17504,16546,2415,2415,8541,31916,39984,201324,9279,2000
101124109 ,北京市威亚食品厂,朱志刚,厂长,霍营,霍营,霍营乡,霍营村,221,110601,5,10,82917123,,,,102209,茯苓饼,,,1413,1,110,1,20,1995,4,1,,1,0,1,0,0,0,0,0,30,11,30,233,333,0,332,0,16,290,469,24,376,249,446,0,1506,2191,2191,693,68,1494,0,0,1975,250,0,250,1725,1713,1713,0,0,0,0,0,332,240,56,3,33,0,85,1,0,12,0,0,-52,0,0,0,57,0,0,154,154,22,22,54,21,56,97,57,2000
101124125 ,北京威亚公司,车长海,经理,霍营,霍营,霍营乡,霍营村,221,110601,5,10,69791140,,,,102209,畜牧机械加工,,,3644,1,110,1,20,1993,10,1,,1,0,1,0,0,0,0,0,30,23,65,0,0,0,0,0,35,18,4901,225,567,1,4735,7,4179,5621,5621,1844,175,5766,46,0,9133,3548,2123,5671,3462,310,310,0,0,0,0,0,599,223,0,30,346,0,220,55,1,148,125,0,1,0,1,0,49,0,0,260,260,36,36,18,0,0,0,48,2000
101124467 ,北京华盾塑料有限责任公司,向峰,董事长,黄土岗,马家楼119号,新村,黄土岗,106,111030,5,10,63568283,,63569098,,100070,塑料薄膜,中空制品,,3010,1,159,1,20,1965,5,1,,1,0,1,0,0,0,0,0,13,23,478,124391,143556,22411,141797,0,496,27130,81781,5865,14954,7246,91803,460,72421,59420,56156,13815,3096,60857,700,700,155362,121508,12000,133508,21854,17576,0,1380,16196,0,0,0,120572,104031,1660,12,14869,1340,11984,440,304,1925,3995,3995,230,7,300,0,673,110,0,8415,8415,1320,1320,361,20350,17859,116787,373,2000
10112458X,北京市玻璃钢制品厂,赵延军,厂长,,双桥路甲1号,管庄,玻璃钢居委会,105,112038,5,10,65763377,20,35762573,,100024,玻璃棉,玻璃钢制品,106树脂,2664,1,110,1,20,1951,2,1,,2,0,1,0,1,0,0,0,13,22,386,14377,16287,0,14531,0,614,2558,44203,3397,12889,8329,32405,76585,56043,65453,30250,24233,2339,25586,191,191,177022,35848,19111,54959,122063,23959,0,0,23959,0,0,0,26216,24057,1173,66,920,3089,5726,165,0,2531,453,416,-2170,415,46,0,790,75,0,2404,2404,390,390,678,3378,4145,14407,744,2000
101124985 ,北京兆维光通信公司,黄辰,总经理,学院路,学院路14号,学院路,一厂,108,111005,3,10,62059161,,62059160,,100083,光缆终端机,,,4113,1,141,1,20,1981,1,1,,1,0,1,0,0,0,0,0,30,23,54,2611,2614,2393,1942,0,45,489,24513,2167,10479,344,27023,5334,1014,3872,3872,2858,317,1193,0,0,30861,14336,5497,19833,11028,10000,0,0,10000,0,0,0,11067,8024,701,155,2187,0,1914,5,21,109,-85,-170,358,0,1262,0,1712,234,0,1415,1415,154,154,295,949,1240,2420,450,2000
101125283 ,北京市建筑涂料厂,白树军,厂长,清河,西三旗,清河,砖厂北小区,108,111736,5,10,82918481,,,,100096,涂料,,,2652,1,110,1,20,1986,4,1,,1,0,1,0,0,0,0,0,30,12,185,13740,10749,0,10671,0,153,480,9241,263,5843,5587,9001,11082,5087,8744,3022,3657,332,5130,0,0,25410,8788,6895,15683,9727,5632,0,0,5632,0,0,0,10408,4566,1974,80,3788,-853,3553,102,40,710,400,398,-1018,749,32,0,920,4,0,1678,1678,236,236,808,860,1668,11077,888,2000
101125670 ,北京外国驻京机构汽车修配厂,高建国,厂长,,亮马桥路38号,麦子店,亮马河第一,105,111209,3,10,64633556,,64633558,,100016,汽车修理,,,3782,1,110,1,20,1987,4,1,,1,0,1,0,0,0,0,0,30,23,31,2279,2279,0,2695,0,51,2455,5513,0,4766,0,5532,0,4092,5123,1019,1031,196,4182,0,0,9605,0,2220,6226,3379,397,97,0,300,0,0,0,2695,1409,902,23,361,0,412,61,11,11,-4,0,-47,0,52,0,251,20,0,400,400,25,25,176,282,458,0,199,2000
101125881 ,北京市琉璃制品厂,黄嘉志,总经理,龙泉,琉璃渠大街,龙泉,琉璃渠,109,110317,5,10,69842216,,,,102300,琉璃制品,,,3139,1,159,1,20,1954,5,1,,1,0,1,0,0,0,0,0,30,23,185,4350,6036,0,5208,0,181,3166,4034,1301,2526,2081,4335,0,5028,7302,7302,2274,280,5030,0,0,9062,5845,270,6115,2947,2841,0,0,2841,0,0,0,5208,4262,94,25,827,28,1278,56,22,364,30,30,-453,0,0,0,26,2,0,1483,1483,208,208,1,0,1,2871,26,2000
101125953 ,北京市建筑五金装饰材料工业公司,浦万生,经理,,清河永泰园,清河,,108,111701,3,10,62955190,,,,100085,散热器,气动元件,阀门,3463,1,110,1,20,1958,8,1,,3,0,3,0,0,0,0,0,21,12,840,6771,7242,0,7636,0,775,2173,67716,3678,8548,2433,74544,7769,45558,25171,6758,9318,564,16828,0,0,121043,101057,2000,103057,17986,5657,0,0,5657,0,0,0,10760,10071,314,0,375,3520,17977,675,139,3913,3349,815,-17431,0,0,0,0,0,0,5969,5969,715,715,-301,840,539,5069,0,2000
101126104 ,北京市雅吉手表厂,王玉宝,厂长,,如意里小区一号楼,新街口街道,黑塔寺居委会,102,110336,1,10,62258348,,,,100035,石英表,,,4260,1,110,1,20,1993,10,1,,1,0,1,0,0,0,0,0,30,12,20,3235,2880,0,2089,0,20,846,4642,4,4018,1101,4565,0,9,441,0,432,60,9,219,0,4870,939,0,939,3931,600,0,0,600,0,0,0,2090,1068,31,0,991,0,919,19,0,50,48,48,24,153,182,0,371,10,0,150,150,21,21,189,166,355,2223,189,2000
10112685X,北京市第一食品公司,马丰俊,经理,法华寺,街136号,体育馆路,法华寺街136号,103,110526,1,10,67111768,,67112861,,100061,糖果,,,1411,1,110,1,20,1950,1,1,,1,0,1,0,0,0,0,0,13,11,783,10316,16819,0,14595,23,1080,3352,39659,13405,4337,2127,53446,4763,64169,79842,46541,17407,0,66571,0,0,108591,48317,30077,78395,30196,10386,0,0,10386,0,0,0,14595,11675,3488,31,-599,2237,13239,539,30,11212,1904,1904,-13505,0,7,0,348,1,0,6633,6633,928,928,310,2185,2495,13777,341,2000
101127035 ,北京五金工具十厂,陈银法,厂长,东坝,后街,东坝,,105,111101,5,10,84312806,,,,100018,直尺弯尺角尺,,,3439,1,110,1,20,1966,8,1,,1,0,1,0,0,0,0,0,30,23,100,644,798,0,875,0,83,418,1716,182,1070,654,1754,0,235,708,470,473,43,235,0,0,1951,2627,0,2627,-676,705,705,0,0,0,0,0,866,764,53,3,46,34,473,81,14,188,0,0,-393,0,-353,-353,-269,0,0,691,456,72,47,81,151,70,461,84,2000
101127545 ,北京光彩印制中心,陈华强,经理,,双桥农场豆各庄分场,豆各庄,豆各庄,105,111807,5,10,65901526,,65901468,,100026,其他印刷业,,,2319,1,110,1,10,1991,5,1,,1,0,1,0,0,0,0,0,30,11,120,8856,8856,0,8856,0,131,2635,1710,0,36,0,3599,100,10025,17763,11777,7738,755,10379,0,0,11835,4083,0,4083,7752,6178,6178,0,0,0,0,0,8856,8258,0,72,526,0,1334,26,0,9,-14,-14,-794,0,-491,-491,305,0,0,1340,1340,124,124,724,786,1505,6945,796,2000
101127940 ,北京市客车总厂,温洪洁,厂长,,玉泉南路2号,八宝山,,107,110103,5,10,68212036,,68273993,,100039,客车改装车,,,3725,1,143,1,20,1956,1,1,,1,0,1,0,0,0,0,0,13,23,3782,218891,461412,0,440659,0,3652,-4230,516328,78486,405815,78940,526899,3517,250877,285802,175753,85634,9495,200922,3732,0,774454,543359,22358,565717,208737,59719,40521,17093,2105,0,0,0,565382,536811,0,4530,24041,-298,39273,1114,0,19625,8031,7959,-23561,0,1564,0,24352,0,0,57261,57261,8017,8017,18258,82717,101509,483900,22788,2000
101128011 ,北京市塑料十九厂,马光亮,厂长,旧宫,庑殿一村,旧宫,庑殿,224,110251,5,10,67221291,,87271856,,100076,塑料,,,3010,1,120,9,50,1958,7,1,,1,0,1,0,0,0,0,0,30,23,414,6648,7289,0,7489,0,165,2122,11252,2080,1446,423,10053,0,14940,30733,30733,11591,2920,16256,0,0,26192,18330,0,18330,7862,14861,0,14861,0,0,0,0,7678,8280,56,0,-658,4112,3576,0,0,0,630,0,-752,0,-505,-505,-493,0,0,2871,2871,404,404,12,1394,1406,5179,12,2000
101128302 ,北京金刚石厂,高振基,厂长,来广营,安外立水桥北,来广营,来广营,105,110753,5,10,84815195,,84815193,,100012,人造金刚石磨料,机械加工,,3190,1,110,1,50,1965,5,1,,3,0,1,0,0,2,0,0,30,23,264,3951,2611,0,1794,0,162,-485,6006,4046,1397,956,7945,516,12558,14764,14764,3987,448,10379,902,360,19982,7541,316,7857,12125,4320,1399,2921,0,0,0,0,1961,1775,212,14,-40,550,2013,77,0,485,88,88,-1591,0,7,0,137,2,0,1221,1221,171,171,116,271,387,3212,130,2000
101128345 ,北京市制版厂,王强,厂长,麟阁路,95号,二龙路,温家街,102,110611,1,10,66020804,,66013169,,100031,印刷制版,线路板,,2319,1,110,1,20,1956,7,1,,3,0,2,0,0,0,0,1,22,11,214,2854,2854,0,2734,0,161,443,6519,268,933,384,6226,944,13284,22476,15463,9364,1205,13583,0,0,20747,7615,2103,9718,11029,6762,6762,0,0,0,0,0,2734,2925,36,12,-239,1405,985,102,44,682,64,72,117,0,109,0,255,40,0,1334,1334,187,187,134,362,496,2545,146,2000
101128548 ,北京市六必居酱园,吴玉汉,经理,Ｋ?号,正福寺4号,紫竹院,彰化,108,110621,3,10,68466663,,68465892,,100081,酱腌菜,酱类,调味品,1390,1,110,1,20,1953,1,1,,1,0,1,0,0,0,0,0,30,11,349,10117,29635,0,36062,0,341,8939,13901,573,4837,2290,14885,440,14418,23534,23425,9356,1074,11632,0,0,28759,15520,-62,15458,13301,3345,3345,0,0,0,0,0,39063,31298,3005,282,4478,580,4699,156,93,1748,148,148,211,0,181,0,3281,70,0,4950,4950,693,693,2818,3651,6469,23514,3100,2000
101128687 ,北京华北电力实业总公司,郑永安,总经理,,枣林前街32号,白纸坊,崇效寺电管局,104,110728,1,10,83583475,,83583413,,100053,发电,,,4411,1,110,1,20,1985,3,1,,1,0,1,0,0,0,0,0,22,22,204,24889,57548,0,57548,0,204,84403,174925,4418,0,0,231174,149077,237579,174457,174457,18413,6141,157416,0,0,561581,45779,0,45779,515802,51350,0,0,51350,0,0,0,586390,469977,0,2685,113728,5546,26342,1491,65,0,-4306,-4306,97238,0,112546,0,142087,37034,0,6807,6807,952,952,26856,75847,102703,1,29541,2000
101129428 ,北京市宏华民用电器厂,魏连生,厂长,,骡马市大街121号,椿街街道,骡马市大街东居委会,104,110307,1,10,69804715,,69804715,,100052,全自动电开水器,,,4069,1,130,9,50,1958,11,1,,1,0,1,0,0,0,0,0,30,12,113,26275,23088,0,20711,0,104,10788,14093,286,2975,1159,12144,3887,8851,9811,5887,2460,696,8298,1779,1779,28610,18243,0,18243,10367,6080,0,0,0,6080,0,0,22320,14264,529,219,7308,1240,2915,74,15,910,-37,-37,5670,0,3441,0,5845,1145,2265,1767,1767,247,247,2185,2199,4384,14485,2404,2000
101129583 ,北京市红星泡花碱厂,耿大纯,厂长,八里店,左安路21号,十八里店,弘善寺,105,110209,2,10,67628006,,67629930,,100021,建筑涂料,硅酸钠,,2652,1,110,1,20,1959,12,1,,1,0,1,0,0,0,0,0,22,12,555,31075,34982,0,30679,126,428,8216,26138,5948,9269,5727,24295,9760,79556,99396,97215,19840,2424,74290,1936,0,117390,75900,31712,107612,9778,14575,14575,0,0,0,0,0,32800,26651,1864,154,4131,1795,3618,99,252,1681,4352,4361,-2044,0,-1004,-1004,854,0,0,3413,3413,453,453,1704,4090,5656,28470,1858,2000
101130066 ,北京建筑材料集团有限责任公司,张毅,总经理,,宣武门西大街甲129号,宣西,,102,110104,1,10,66411587,,66412086,,100031,水泥,建材产品,家具,3110,1,151,1,20,1992,8,1,,34,0,25,0,0,7,0,2,12,22,13869,1111597,1359279,0,1415196,25001,13924,352297,1955459,521251,489355,276033,1975022,1296805,1939943,2286837,1804510,888481,86131,1436310,104533,15414,5296740,2115308,977787,3093095,2203645,1270770,943447,878,326445,0,0,0,1655123,1344803,81093,6992,222235,65219,225620,8840,5649,57133,59876,58244,1958,18599,32492,0,124109,13166,15393,208335,168527,28340,24733,84625,171344,255354,1091607,91617,2000
101130146 ,北京兴运实业有限公司,程久实,董事长,孙村,磁魏路1号,黄村镇,西磁,224,110000,5,10,69247575,,69247575,,102600,复合型薯片,,,1499,1,159,9,90,1998,1,1,,1,0,1,0,0,0,0,0,30,11,213,114316,114316,0,100804,0,384,65173,50092,4454,22964,13581,44942,15089,52856,68733,64314,15961,5334,53788,5921,1243,123958,58941,31463,90404,33554,27096,0,0,27096,0,0,0,100804,48240,23021,330,29213,-32,10823,4,523,0,6577,6577,11781,0,10750,0,19332,2229,0,6148,6148,546,546,8252,6293,14545,57395,8582,2000
101130189 ,北京市华铁龙技术开发公司,韩延雪,经理,,成寿寺甲1号,东铁营,成寿寺,106,110741,3,10,67636782,,67647771,,100078,涂料,,,2652,1,110,1,20,1994,2,1,,1,0,1,0,0,0,0,0,30,12,45,2311,2311,0,3012,0,28,724,1623,354,1132,585,1773,0,668,2420,0,1752,534,382,0,0,2291,1469,0,1469,822,1065,1065,0,0,0,0,0,1992,1701,185,15,91,-113,331,0,0,74,0,0,-353,0,-355,-355,-189,0,0,388,388,54,54,151,359,512,1738,166,2000
101130410 ,北京古船面粉集团,陈晓光,经理,,运河东大街99号,玉桥,葛布店北里,112,110402,5,10,69542525,,69542183,,101101,面粉加工,,,1312,1,110,1,20,1989,5,1,,3,0,2,0,0,1,0,0,11,11,734,45128,102586,0,100514,0,354,24391,37890,6602,26752,9527,38221,0,123133,171558,140375,48425,7202,125325,1389,0,162412,146658,528,147186,15226,6110,6110,0,0,0,0,0,100813,92459,2517,54,5783,828,6504,347,223,1376,-47,-50,154,0,20,0,636,0,0,4946,4946,692,692,562,10488,11212,78757,616,2000
101130525 ,北京市华达建材机械成套设备制造公司,王福,副厂长,,清河,清河,砖瓦机械厂,108,111751,5,10,82911694,,,,100096,金属门窗制造业,,,3629,1,110,1,20,1993,2,1,,1,0,1,0,0,0,0,0,30,23,16,33,33,0,43,0,17,18,1677,58,630,293,1692,0,595,642,642,47,4,597,105,0,2377,188,0,188,2189,594,0,0,594,0,0,0,93,68,0,1,24,174,200,0,0,11,0,0,-2,0,-2,-2,4,0,0,138,138,19,19,5,0,5,20,6,2000
101130779 ,北京市蛋品加工厂,王立国,经理,,石榴庄西街234,大红门,西石榴庄,106,110436,3,10,67221066,,67221066,,100075,蛋品加工,,,1344,1,110,1,20,1954,6,1,,1,0,1,0,0,0,0,0,21,11,241,4039,5711,0,5668,0,106,3279,2747,1852,309,119,2698,0,16828,35885,35843,19057,825,16828,0,0,19575,6041,0,6041,13534,1650,1650,0,0,0,0,0,5671,3964,132,261,1314,283,970,233,0,263,300,300,327,0,331,0,653,0,0,1171,1171,164,164,61,43,298,2493,322,2000
101130795 ,北京市塑料工业联合公司,张以巍,经理,,廊房头条20号,大栅栏,廊房二条,104,110112,1,10,63031754,,,,100051,塑料薄膜制造业,,,3010,1,110,1,50,1964,1,1,,8,0,4,0,0,4,0,0,21,23,396,2723,2567,0,2527,0,339,91,18139,133,2641,732,17855,1628,15124,19673,13727,6147,588,13785,0,0,34891,19408,0,19408,15483,13950,6898,7052,0,0,0,0,2491,2845,0,4,-358,3592,2895,184,39,1387,367,362,-28,0,0,0,176,0,0,2066,2066,290,290,172,845,1052,2648,176,2000
101130840 ,北京绿源塑料联合公司,周瑞光,董事长,黄村,兴华中路1号,黄村,西黄,224,110057,4,10,69243911,85,69241781,,102600,微喷,滴灌,管件,3090,1,141,1,20,1994,1,1,,1,0,1,0,0,0,0,0,30,12,143,26707,28286,22628,23880,0,131,10754,25640,6477,10143,7334,24682,0,14285,20560,20560,6346,971,7473,3731,0,43656,12606,476,13082,30574,20000,20000,0,0,0,0,0,23871,13746,1510,76,8539,36,3138,30,52,291,116,116,5321,0,5290,0,6228,2097,0,2109,2109,295,295,862,2367,3229,18394,938,2000
101130904 ,北京第三机床厂,李晶明,厂长,,安定门外安定路12号,和平里,三机床,101,111051,3,10,64434975,,64434975,,100029,钻床,数控加工中心,装配生产线,3521,1,110,1,20,1959,10,1,,1,0,1,0,0,0,0,0,22,23,651,31600,29648,12591,29545,18,635,12070,63487,26865,14738,4510,61588,750,43142,54985,14956,16632,1770,38901,0,0,107379,55942,23602,79544,27835,16980,0,0,16980,0,0,0,30010,26701,257,167,2885,7090,10357,250,111,3360,-75,-75,-307,0,201,0,2040,66,0,8236,7714,1153,1080,1672,3758,5367,19250,1839,2000
101131720 ,北京市九达纺织集团公司,杨文华,董事长,,东单三条33号,东华门,,101,110108,1,10,65127985,,65249094,,100005,纺织机械,,,3635,1,110,1,20,1992,11,1,,6,0,2,1,0,3,0,0,30,23,511,4907,4080,0,4520,0,744,223,319272,75125,29190,2188,327724,21503,45599,79011,79011,34214,3766,48272,0,0,386374,249598,2506,252104,134270,71792,0,0,71792,0,0,0,256987,220493,3039,1393,32062,9031,28940,560,0,4347,2114,953,10039,0,16317,0,17818,5439,0,14256,14256,1648,1648,108,34825,30092,3965,1501,2000
101132838 ,北京市五环高级润滑油公司,王青林,经理,旧宫,吉百利路,旧宫,旧宫,224,110202,5,10,67991140,,67994807,,100076,加工润滑油,粮油批发,,2530,1,110,1,20,1989,3,1,,1,0,1,0,0,0,0,0,30,22,332,5610,13790,0,15987,0,104,-5947,28577,4536,1944,0,0,0,15965,20214,20214,4297,537,12214,1356,1356,45898,40818,0,40818,5080,53109,53109,0,0,0,0,0,14592,11293,2659,37,603,19,1827,2,0,19,1092,1090,-2297,0,-2297,-2297,-1796,0,0,896,896,137,137,464,2023,2487,20201,501,2000
101133080 ,北京希电电子系统工程公司,赵铁城,总经理,科学城,10D地块2号楼101-102室,新村,韩庄子第一居委会,106,111015,5,10,68277552,,,,100039,其他电子设备制造业,,,4190,1,110,1,10,1993,11,1,,1,0,1,0,0,0,0,0,30,23,61,8379,8379,0,8379,0,60,2787,25686,6270,14100,0,26421,85,971,1497,1497,526,0,974,0,0,26742,15371,0,15371,11371,6400,0,0,6400,0,0,0,8379,6965,0,63,1351,126,1450,2,0,0,-4,-4,31,0,64,0,763,0,0,1424,1424,73,73,636,73,1420,6228,699,2000
101133734 ,北京汽车摩托车联合制造公司,郭新民,总经理,,东环中路32号,呼家楼,新街大院,105,110313,3,10,65077630,,65019179,,100020,载重汽车制造业,,,3721,1,110,1,20,1938,11,1,,7,0,4,0,1,2,0,0,12,23,6735,508392,631815,131222,610786,26523,4427,131344,810008,205237,103532,38970,849766,635315,482496,571696,383827,183740,14558,395557,7321,7321,1935140,889513,122588,1012101,923039,491951,0,0,491951,0,0,0,703207,615605,12250,15184,60168,22390,56392,3149,1323,24127,27396,27396,-1230,0,37939,0,69257,0,0,49189,49189,6886,6886,16134,120278,130421,516605,31318,2000
101134403 ,北京市混凝土制品一厂,王佑宾,厂长,清河,西三旗,清河,新都二,108,111713,5,10,82919653,,82910984,,100096,粘土砖,保温板,,3131,1,110,1,20,1984,10,1,,1,0,1,0,0,0,0,0,30,23,424,19641,24318,0,20453,0,406,11977,21557,2794,7989,6512,20341,3994,18364,25744,24978,7701,392,18019,0,0,43915,25155,3893,29049,14866,4038,0,0,4038,0,0,0,22216,14828,1594,129,5665,2681,6313,100,0,1267,544,544,1489,1253,310,0,813,102,0,6355,6355,772,772,374,212,586,12715,503,2000
101134622 ,北京市抽纱工艺品厂,李节,总经理,,和平里砖角楼,和平街,工美,105,110758,2,10,64276956,,64276956,,100013,抽纱制品,,,4316,1,110,1,20,1949,12,1,,6,0,1,1,0,1,1,2,30,11,513,3106,3106,0,2564,2255,174,622,4841,403,948,632,5997,1614,15660,25649,1557,10198,883,12692,39116,39116,63280,14355,1853,16208,47072,4736,2148,2588,0,0,0,0,764,559,28,5,172,4682,6642,128,0,1299,435,435,-2223,0,122,0,127,40,0,2166,2166,405,405,-8,21,13,2484,5,2000
101134753 ,中国长城计算机进出口公司,高山,总经理,,翠微中里15号401-410,万寿路,翠微中里,108,110120,3,10,68259726,,68259728,,100036,3.5软磁盘,,,4141,1,110,1,10,1989,10,1,,1,0,1,0,0,0,0,0,30,23,32,353,353,0,170,0,21,403,56601,0,2306,2306,55786,10582,6084,1924,0,1651,0,1874,0,0,73267,61561,10000,71561,1706,10161,10161,0,0,0,0,0,456,393,4,2,57,0,934,17,0,116,867,867,-1744,0,-1744,-1744,-1542,0,0,367,367,176,176,200,432,427,150,202,2000
